parameter,word
mM,mādar
mF,pedar
mMeB,dāi
mFeB,amu
mMeZ,xāle
mFeZ,amme
meB,barādar
meZ,xāhar
mMBeS,pesær-dayi
mMeBS,pesær-dayi
mMyBS,pesær-dayi
mFBeS,pesær-æmu
mFeBS,pesær-æmu
mFyBS,pesær-æmu
mMZeS,pesær-xale
mMeZS,pesær-xale
mMyZS,pesær-xale
mFZeS,pesær-æmme
mFeZS,pesær-æmme
mFyZS,pesær-æmme
mMBeD,doxtær-dayi
mMeBD,doxtær-dayi
mMyBD,doxtær-dayi
mFBeD,doxtær-æmu
mFeBD,doxtær-æmu
mFyBD,doxtær-æmu
mMZeD,doxtær-xale
mMeZD,doxtær-xale
mMyZD,doxtær-xale
mFZeD,doxtær-æmme
mFeZD,doxtær-æmme
mFyZD,doxtær-æmme
