parameter,word
mM,majka
mF,otac
mMeB,ujak
mFeB,stric
mMeZ,tetka
mFeZ,tetka
meB,brat
meZ,sestra
mMBeS,rodjak
mMeBS,rodjak
mMyBS,rodjak
mFBeS,rodjak
mFeBS,rodjak
mFyBS,rodjak
mMZeS,rodjak
mMeZS,rodjak
mMyZS,rodjak
mFZeS,rodjak
mFeZS,rodjak
mFyZS,rodjak
mMBeD,rodjakinja
mMeBD,rodjakinja
mMyBD,rodjakinja
mFBeD,rodjakinja
mFeBD,rodjakinja
mFyBD,rodjakinja
mMZeD,rodjakinja
mMeZD,rodjakinja
mMyZD,rodjakinja
mFZeD,rodjakinja
mFeZD,rodjakinja
mFyZD,rodjakinja
