parameter,word
mM,-auko
mF,-paa
mMeB,-paa ela
mFeB,-paa idama
mFyB,-paa idika
mMeZ,-auko ela
mFeZ,-auko idama
mFyZ,-auko idika
meZ,-naka
myZ,-kak
mMeBS,-naka
mMyBS,-kak
mFeBS,-naka
mFyBS,-kak
mMeZS,-naka
mMyZS,-kak
mFeZS,-naka
mFyZS,-kak
mMeBD,-naka
mMyBD,-kak
mFeBD,-naka
mFyBD,-kak
mMeZD,-naka
mMyZD,-kak
mFeZD,-naka
mFyZD,-kak
feB,-naka
fyB,-kak
feZ,-naka
fyZ,-kak
fFeBS,-naka
fFyBS,-kak
fMeZS,-naka
fMyZS,-kak
fFeBD,-naka
fFyBD,-kak
fMeZD,-naka
fMyZD,-kak
