parameter,word
mM,mad
mF,fyd
mMeB,madyfsymær
mFeB,fydyfcymvær
mMeZ,madykho
mFeZ,fydykho
meB,œrvad
meZ,kho
mMBeS,kho æmæ æfsymæry zænæg
mMeBS,kho æmæ æfsymæry zænæg
mMyBS,kho æmæ æfsymæry zænæg
mFBeS,dyuuæ æfsymæry zænæg
mFeBS,dyuuæ æfsymæry zænæg
mFyBS,dyuuæ æfsymæry zænæg
mMZeS,dyuuæ khoiy zænæg
mMeZS,dyuuæ khoiy zænæg
mMyZS,dyuuæ khoiy zænæg
mFZeS,kho æmæ æfsymæry zænæg
mFeZS,kho æmæ æfsymæry zænæg
mFyZS,kho æmæ æfsymæry zænæg
mMBeD,kho æmæ æfsymæry zænæg
mMeBD,kho æmæ æfsymæry zænæg
mMyBD,kho æmæ æfsymæry zænæg
mFBeD,dyuuæ æfsymæry zænæg
mFeBD,dyuuæ æfsymæry zænæg
mFyBD,dyuuæ æfsymæry zænæg
mMZeD,dyuuæ khoiy zænæg
mMeZD,dyuuæ khoiy zænæg
mMyZD,dyuuæ khoiy zænæg
mFZeD,kho æmæ æfsymæry zænæg
mFeZD,kho æmæ æfsymæry zænæg
mFyZD,kho æmæ æfsymæry zænæg
