parameter,word
mM,inang ko-
mF,amang ko-
mMeB,poguamangan
mMyB,poguamangan
mFeB,poguamangan
mFyB,poguamangan
mMeZ,poguinangan
mMyZ,poguinangan
mFeZ,poguinangan
mFyZ,poguinangan
meZ,tukka
myZ,tuali
mMBeS,montoliusat komiinjan
mMeBS,montoliusat komiinjan
mMyBS,montoliusat komiinjan
mFBeS,montoliusat komiinjan
mFeBS,montoliusat komiinjan
mFyBS,montoliusat komiinjan
mMZeS,montoliusat komiinjan
mMeZS,montoliusat komiinjan
mMyZS,montoliusat komiinjan
mFZeS,montoliusat komiinjan
mFeZS,montoliusat komiinjan
mFyZS,montoliusat komiinjan
mMBeD,montoliusat komiinjan
mMeBD,montoliusat komiinjan
mMyBD,montoliusat komiinjan
mFBeD,montoliusat komiinjan
mFeBD,montoliusat komiinjan
mFyBD,montoliusat komiinjan
mMZeD,montoliusat komiinjan
mMeZD,montoliusat komiinjan
mMyZD,montoliusat komiinjan
mFZeD,montoliusat komiinjan
mFeZD,montoliusat komiinjan
mFyZD,montoliusat komiinjan
feB,tukka
fyB,tuali
