parameter,word
mM,lenaŋg
mF,lamaŋg
mMeB,esiŋg
mFeB,lamaŋg
mMeZ,lenaŋg
mFeZ,wagag
meB,lewiŋg
myB,laseŋg
meZ,jeniŋg kefi
mMBeS,nafoŋg
mMeBS,araŋg
mMyBS,araŋg
mFBeS,nafoŋg
mFeBS,lewiŋg
mFyBS,laseŋg
mMZeS,nafoŋg
mMeZS,lewiŋg
mMyZS,laseŋg
mFZeS,nafoŋg
mFeZS,araŋg
mFyZS,araŋg
mMBeD,nafoŋg
mMeBD,nafoŋg
mMyBD,nafoŋg
mFBeD,nafoŋg
mFeBD,nafoŋg
mFyBD,nafoŋg
mMZeD,nafoŋg
mMeZD,nafoŋg
mMyZD,nafoŋg
mFZeD,nafoŋg
mFeZD,nafoŋg
mFyZD,nafoŋg
feZ,lewiŋg
fyZ,laseŋg
fMeBS,nafoŋg
fMyBS,nafoŋg
fFeBS,nafoŋg
fFyBS,nafoŋg
fMeZS,nafoŋg
fMyZS,nafoŋg
fFeZS,nafoŋg
fFyZS,nafoŋg
fMeBD,araŋg
fMyBD,araŋg
fFeBD,lewiŋg
fFyBD,laseŋg
fMeZD,lewiŋg
fMyZD,laseŋg
fFeZD,araŋg
fFyZD,araŋg
