parameter,word
mM,e-nahʼ
mF,ah-daʼ
mMeB,me-nakeʼ-she
mFeB,ah-daʼ
mMeZ,e-nahʼ
mFeZ,me-tohʼ-we
meB,me-chinʼ
myB,me-sohʼ
meZ,me-tonʼ-ga
myZ,me-tänkʼ-she
mMBeS,tä-häʼ-she
mFBeS,me-timʼ-do
mFByS,me-sohʼ
mMZeS,me-chinʼ
mMZyS,me-sohʼ
mFZeS,tä-häʼ-she
mMBeD,tä-häʼ-she
mMByD,ta-häʼ-she
mFBeD,me-tonʼ-ga
mFByD,me-tänkʼ-she
mMZeD,me-tonʼ-ga
mMZyD,me-tänkʼ-she
feB,me-timʼ-do
feZ,me-chunʼ
fyZ,me-täʼ
fMBeS,me-häʼ-gä-she
fMZeS,me-timʼ-do
fFZeS,me-häʼ-gä-she
fMBeD,mä-häʼ-gä-she
fFBeD,me-chunʼ
fFByD,me-täʼ
fMZeD,me-chunʼ
fMZyD,me-täʼ
fFZeD,mä-häʼ-gä-she
fFZyD,ma-häʼ-gä-she
