parameter,word
mM,makuhine
mF,makui
mMeB,makui
mFeB,makui
mMeZ,makuahine
mFeZ,makuahine
meB,tuakana
myB,teina
meZ,tuahine
mMBeS,tuakana
mMByS,teina
mFBeS,tuakana
mFByS,teina
mMZeS,tuakana
mMZyS,teina
mFZeS,tuakana
mFZyS,teina
mMBeD,tuahine
mMeBD,tuahine
mMyBD,tuahine
mFBeD,tuahine
mFeBD,tuahine
mFyBD,tuahine
mMZeD,tuahine
mMeZD,tuahine
mMyZD,tuahine
mFZeD,tuahine
mFeZD,tuahine
mFyZD,tuahine
feB,tugane
feZ,tuakana
fyZ,teina
fMBeS,tugane
fMeBS,tugane
fMyBS,tugane
fFBeS,tugane
fFeBS,tugane
fFyBS,tugane
fMZeS,tugane
fMeZS,tugane
fMyZS,tugane
fFZeS,tugane
fFeZS,tugane
fFyZS,tugane
fMBeD,tuakana
fMByD,teina
fFBeD,tuakana
fFByD,teina
fMZeD,tuakana
fMZyD,teina
fFZeD,tuakana
fFZyD,teina
