parameter,word
mM,nine
mF,tame
mMeB,metuo
mFeB,pap
mMeZ,nine
mFeZ,tine
meZ,hinne
mMBeS,mase
mMeBS,mase
mMyBS,mase
mFBeS,tu
mFeBS,tu
mFyBS,tu
mMZeS,tu
mMeZS,tu
mMyZS,tu
mFZeS,mase
mFeZS,mase
mFyZS,mase
mMBeD,avukokon
mMeBD,avukokon
mMyBD,avukokon
mFBeD,hinne
mFeBD,hinne
mFyBD,hinne
mMZeD,hinne
mMeZD,hinne
mMyZD,hinne
mFZeD,avukokon
mFeZD,avukokon
mFyZD,avukokon
feB,hinne
feZ,tu
fFBeS,hinne
fFeBS,hinne
fFyBS,hinne
fMZeS,hinne
fMeZS,hinne
fMyZS,hinne
fFBeD,tu
fFeBD,tu
fFyBD,tu
fMZeD,tu
fMeZD,tu
fMyZD,tu
