parameter,word
mM,no‘
mF,a‘banu
mMeB,ka:'kɔ:'ɔ 
mFeB,a‘banu
mMeZ,
mFeZ,na:mu:‘o
meZ,kezimana:'gɔ:' 
mMBeS,tinogai
mMeBS,tinogai
mMyBS,tinogai
mFBeS,
mFeBS,
mFyBS,
mMZeS,
mMeZS,
mMyZS,
mFZeS,tinogai
mFeZS,tinogai
mFyZS,tinogai
mMBeD,tinogai
mMeBD,tinogai
mMyBD,tinogai
mFBeD,
mFeBD,
mFyBD,
mMZeD,
mMeZD,
mMyZD,
mFZeD,tinogai
mFeZD,tinogai
mFyZD,tinogai
fM,
fF,
fMeB,
fFeB,
fFeZ,
feB,
feZ,
fMBeS,
fMeBS,
fMyBS,
fFZeS,
fFeZS,
fFyZS,
fMBeD,
fMeBD,
fMyBD,
fFZeD,
fFeZD,
fFyZD,
