parameter,word
mM,eʼ-näʼ-ha
mF,in-däʼ-de
mMeB,wee-näʼ-gee
mFeB,in-däʼ-de
mMeZ,e-näʼ-hä
mFeZ,wee-teeʼ-me
meB,wee-zheʼ-thǎ
myB,wee-sǒn̤ʼ-gä
meZ,wee-tǒuʼ-ga
myZ,wee-tǒnʼ-gä
mMBeS,wee-näʼ-gee
mFBeS,wee-teʼ-noo
mFByS,wee-sǒnʼ-gä
mMZeS,wee-zheʼ-thǎ
mMZyS,wee-sǒn̤ʼ-gä
mFZeS,we-toansʼ-kä
mMBeD,e-näʼ-hä
mFBeD,we-tǒn̤ʼ-ga
mFByD,we-tǒnʼ-ga
mMZeD,wee-tǒn̤ʼ-ga
mMZyD,wee-tǒnʼ-gä
mFZeD,we-teʼ-zhä
feB,wee-teʼ-noo
fyB,wee-sǒn̤ʼ-gä
feZ,wee-zǒn̤ʼ-thǎ
fyZ,wee-tǒnʼ-gä
fMZeS,we-teʼ-noo
fFZeS,we-zhun̤ʼ-ga
fFZyS,we-zhin̤ʼ-ga
fFBeD,wee-zǒnʼ-thä
fFByD,wee-tǒnʼ-ga
fMZeD,wee-zǒnʼ-thǎ
fMZyD,wee-tǒnʼ-ga
fFZeD,wee-zhun̤ʼ-ga
