parameter,word
mM,énę
mF,įt'á
mMeB,seʔe
mFeB,setąa
mMeZ,sebée
mFeZ,senǫǫ
meZ,sedare
myZ,sedə
mMBeS,ełechileke
mMeBS,ełechileke
mMyBS,ełechileke
mFBeS,ełechileke
mFeBS,ełechileke
mFyBS,ełechileke
mMZeS,ełechileke
mMeZS,ełechileke
mMyZS,ełechileke
mFZeS,ełechileke
mFeZS,ełechileke
mFyZS,ełechileke
mMBeD,ełedә́ke
mMeBD,ełedә́ke
mMyBD,ełedә́ke
mFBeD,ełedә́ke
mFeBD,ełedә́ke
mFyBD,ełedә́ke
mMZeD,ełedә́ke
mMeZD,ełedә́ke
mMyZD,ełedә́ke
mFZeD,ełedә́ke
mFeZD,ełedә́ke
mFyZD,ełedә́ke
