parameter,word
mM,ǁūũ̄ / ɟìē
mF,ǁūũ̄ / bàā
mMeB,cīāǁū / páábà
mFeB,cīāǁū / páábà
mFyB,ǁūũ̄-ǀùà/ bàā-ǀùà
mMeZ,cīāǁū / máá
mMyZ,ǁūũ̄-ǀùà / ɟìē-ǀùà
mFeZ,cīāǁū / máá
meZ,òō
myZ,òō
mMBeS,ɡǂùā-ʔō
mMeBS,ɡǂùā-ʔō
mMyBS,ɡǂùā-ʔō
mFBeS,òō
mFeBS,òō
mFyBS,òō
mMZeS,òō
mMeZS,òō
mMyZS,òō
mFZeS,ɡǂùā-ʔō
mFeZS,ɡǂùā-ʔō
mFyZS,ɡǂùā-ʔō
mMBeD,ɡǂùā-ʔō
mMeBD,ɡǂùā-ʔō
mMyBD,ɡǂùā-ʔō
mFBeD,òō
mFeBD,òō
mFyBD,òō
mMZeD,òō
mMeZD,òō
mMyZD,òō
mFZeD,ɡǂùā-ʔō
mFeZD,ɡǂùā-ʔō
mFyZD,ɡǂùā-ʔō
feB,òō
fyB,òō
fMyZD,òō
