parameter,word
mM,elin
mF,eli
mMeB,mam
mFeB,eli
mMeZ,elin
mFeZ,cape kil
meZ,dukul
myZ,weit kil
mMBeS,mam
mMeBS,mam
mMyBS,mam
mFBeS,dunye
mFeBS,dunye
mFyBS,dunye
mMZeS,
mMeZS,
mMyZS,
mFZeS,me
mFeZS,me
mFyZS,me
mMBeD,nin kele
mMeBD,nin kele
mMyBD,nin kele
mFBeD,makal kil
mFeBD,makal kil
mFyBD,makal kil
mMZeD,
mMeZD,
mMyZD,
mFZeD,kilme
mFeZD,kilme
mFyZD,kilme
fMeZ,elin
feB,dunye
fyB,weitnye
fFBeS,makalnye
fFeBS,makalnye
fFyBS,makalnye
fFBeD,dukul
fFeBD,dukul
fFyBD,dukul
