parameter,word
mM,afaag
mF,awaag
mMeB,nonoog
mFeB,eteeg awaag
mFyB,sumnik awag
mMeZ,eteeg afaag
mMyZ,sumnik afaag
mFeZ,amagunguk
meZ,weerik
mMeBS,magawô
mMyBS,magawô
mFeBS,eteeg
mFyBS,sumninənga
mMeZS,eteeg
mMyZS,sumninənga
mFeZS,magawô
mFyZS,magawô
mMeBD,magawô
mMyBD,magawô
mFeBD,weerik
mFyBD,weerik
mMeZD,weerik
mMyZD,weerik
mFeZD,magawô
mFyZD,magawô
feB,nisag
feZ,eteeg
fyZ,sumninənga
fFeBS,nisag
fFyBS,nisag
fMeZS,nisag
fMyZS,nisag
fFeBD,eteeg
fFyBD,sumninənga
fMeZD,eteeg
fMyZD,sumninənga
