parameter,word
mM,-eya
mF,-maama
mMeB,-maama fing
mMyB,-maama kokda
mFeB,-maama fing
mFyB,-maama kokda
mMeZ,-eya fing
mMyZ,-eya kokda
mFeZ,-eya fing
mFyZ,-eya kokda
meZ,-naana
myZ,-kokda
mMBeS,-naana
mMByS,-kokda
mFBeS,-naana
mFByS,-kokda
mMZeS,-naana
mMZyS,-kokda
mFZeS,-naana
mFZyS,-kokda
mMBeD,-naana
mMByD,-kokda
mFBeD,-naana
mFByD,-kokda
mMZeD,-naana
mMZyD,-kokda
mFZeD,-naana
mFZyD,-kokda
feB,-naana
fyB,-kokda
feZ,-naana
fyZ,-kokda
fMBeS,-naana
fMByS,-kokda
fFBeS,-naana
fFByS,-kokda
fMZeS,-naana
fMZyS,-kokda
fFZeS,-naana
fFZyS,-kokda
fMBeD,-naana
fMByD,-kokda
fFBeD,-naana
fFByD,-kokda
fMZeD,-naana
fMZyD,-kokda
fFZeD,-naana
fFZyD,-kokda
