parameter,word
mM,o awa (o mème)
mMeB,o èpé
mFeB,o babaria
mFyB,o bàbadòdo
mMeZ,o mèměria
mMyZ,o mèmědòdo
mFeZ,o ōa
meB,o ria
myB,o nongoru
meZ,o bira
mMeBS,o ria
mMyBS,o nongoru
mFeBS,o ria
mFyBS,o nongoru
mMeZS,o ria
mMyZS,o nongoru
mFeZS,o ria
mFyZS,o nongoru
mMeBD,o bira
mMyBD,o bira
mFeBD,o bira
mFyBD,o bira
mMeZD,o bira
mMyZD,o bira
mFeZD,o bira
mFyZD,o bira
fF,o bàba
feB,o hira
feZ,o ria
fyZ,o nongoru
fMeBS,o hira
fMyBS,o hira
fFeBS,o hira
fFyBS,o hira
fMeZS,o hira
fMyZS,o hira
fFeZS,o hira
fFyZS,o hira
fMeBD,o ria
fMyBD,o nongoru
fFeBD,o ria
fFyBD,o nongoru
fMeZD,o ria
fMyZD,o nongoru
fFeZD,o ria
fFyZD,o nongoru
