parameter,word
mM,am(bi)
mF,atn
mMeB,pap
mFeB,atn kandeŋge
mFyB,atn kambanjagay
mMeZ,am(bi) kandeŋge
mMyZ,am(bi) kambanjagay
mFeZ,ao
meZ,nambakonjik
mMeBS,pawatenja
mMyBS,pawatenja
mFeBS,ouk
mFyBS,kenguk
mMeZS,ouk
mMyZS,kenguk
mFeZS,pawatenja
mFyZS,pawatenja
mMeBD,pawanuŋgulia
mMyBD,pawanuŋgulia
mFeBD,nambakonjik
mFyBD,nambakonjik
mMeZD,nambakonjik
mMyZD,nambakonjik
mFeZD,pawanuŋgulia
mFyZD,pawanuŋgulia
fF,atn 
fFeB,atn kandeŋge
feB,kopoñik
feZ,okayk
fyZ,kondik
fFeBS,kopoñik
fFyBS,kopoñik
fMeZS,kopoñik
fMyZS,kopoñik
fFeBD,okayk
fFyBD,kondik
fMeZD,okayk
fMyZD,kondik
