parameter,word
mM,eʼ-nah
mF,ah-taʼ
mMeB,lakeʼ-she
mFeB,ah-taʼ
mMeZ,eʼ-nah
mFeZ,tohˑʼ-we
meB,cheʼ-a
myB,me-sohʼ-kä-lä
meZ,tonʼ-ka
myZ,me-tänkʼ-she
mMBeS,täʼ-she
mFBeS,tibʼ-a-lo
mFByS,me-sohˑʼ-kä-lä
mMZeS,cheʼ-a
mMZyS,me-sohˑʼ-kä-lä
mFZeS,täʼ-she
mMBeD,hä-käʼ-zhe
mFBeD,tonʼ-ka
mFByD,me-tankʼ-she
mMZeD,tonʼ-ka
mMZyD,me-tankʼ-she
mFZeD,ha-käʼ-she
mFZyD,ha-käʼ-zhe
feB,tib-a-lo
feZ,chuʼ-ih
fyZ,tonʼ-kä
fMBeS,she-chaʼ-she
fMZeS,tibʼ-a-lo
fFZeS,she-chaʼ-she
fMBeD,cha-päʼ-she
fFBeD,chu-ihʼ
fFByD,tonʼ-kä
fMZeD,chu-ihʼ
fMZyD,tonʼ-kä
fFZeD,cha-päʼ-she
