parameter,word
mM,ainyia
mF,apa
mMeB,apapuni
mFeB,apa
mMeZ,ainyia
mFeZ,arapuni
meZ,mbalini
mMBeS,hamini
mMeBS,hamini
mMyBS,hamini
mFBeS,hamene
mFeBS,hamene
mFyBS,hamene
mMZeS,hamene
mMeZS,hamene
mMyZS,hamene
mFZeS,hamini
mFeZS,hamini
mFyZS,hamini
mMBeD,hamini
mMeBD,hamini
mMyBD,hamini
mFBeD,mbalini
mFeBD,mbalini
mFyBD,mbalini
mMZeD,mbalini
mMeZD,mbalini
mMyZD,mbalini
mFZeD,hamini
mFeZD,hamini
mFyZD,hamini
feB,mbalini
feZ,hagapuni
fFBeS,mbalini
fFeBS,mbalini
fFyBS,mbalini
fMZeS,mbalini
fMeZS,mbalini
fMyZS,mbalini
fFBeD,hagapuni
fFeBD,hagapuni
fFyBD,hagapuni
fMZeD,hagapuni
fMeZD,hagapuni
fMyZD,hagapuni
