parameter,word
mM,mem
mF,ata
mMeB,akunata
mMyB,akiamor
mFeB,akunata
mMeZ,akunan
mFeZ,akunan
meZ,akukawasak ambukun
myZ,akukawasak
mMBeS,akuwe
mMByS,akuname
mFBeS,akuwe
mFByS,akuname
mMZeS,akuwe
mMZyS,akuname
mFZeS,akuwe
mFZyS,akuname
mMBeD,akukawasak
mFBeD,akukawasak ambukun
mFByD,akukawasak kandin
mMZeD,akukawasak
mFZeD,akukawasak
feB,akumer
feZ,akuwa
fyZ,akuname
fMBeS,akumer
fFBeS,akumer ambukun
fFByS,akumer kandin
fMZeS,akumer
fFZeS,akumer ambukun
fFZyS,akumer kandin
fMBeD,akuwa
fMByD,akunam kuru
fFBeD,akuwa
fMZeD,akuwa
fMZyD,akuname
fFZeD,akuwa
