parameter,word
mM,gujinganjarda
mF,irda
mMeZ,gambaranya
mFeZ,barnangilinya
meZ,babanya
myZ,gagulinya
mMBeS,barnga
mMeBS,barnga
mMyBS,barnga
mFBeS,baba
mFeBS,baba
mFyBS,baba
mMZeS,baba
mMeZS,baba
mMyZS,baba
mFZeS,barnga
mFeZS,barnga
mFyZS,barnga
mMBeD,barnganya
mMeBD,barnganya
mMyBD,barnganya
mFBeD,babanya
mFeBD,babanya
mFyBD,babanya
mMZeD,babanya
mMeZD,babanya
mMyZD,babanya
mFZeD,barnganya
mFeZD,barnganya
mFyZD,barnganya
feB,baba
fyB,gagulu
