parameter,word
mM,-ya
mF,-pa
mMeB,-paidem
mMyB,-par
mFeB,-paidem
mFyB,-par
mMeZ,-yidem
mMyZ,-yar
mFeZ,-yidem
mFyZ,-yar
meZ,-nang
myZ,-kaku
mMBeS,-nang
mMByS,-kaku
mFBeS,-nang
mFByS,-kaku
mMZeS,-nang
mMZyS,-kaku
mFZeS,-nang
mFZyS,-kaku
mMBeD,-nang
mMByD,-kaku
mFBeD,-nang
mFByD,-kaku
mMZeD,-nang
mMZyD,-kaku
mFZeD,-nang
mFZyD,-kaku
feB,-nang
fyB,-kaku
feZ,-nang
fyZ,-kaku
fMBeS,-nang
fMByS,-kaku
fFBeS,-nang
fFByS,-kaku
fMZeS,-nang
fMZyS,-kaku
fFZeS,-nang
fFZyS,-kaku
fMBeD,-nang
fMByD,-kaku
fFBeD,-nang
fFByD,-kaku
fMZeD,-nang
fMZyD,-kaku
fFZeD,-nang
fFZyD,-kaku
