parameter,word
mM,t-me
mF,t-atia
mMeB,t-amu
mFeB,t-atia
mMeZ,t-me
mFeZ,t-ati
meZ,t-ano
mMBeS,ø-tmo
mMeBS,ø-tmo
mMyBS,ø-tmo
mFBeS,t-ao
mFeBS,t-ao
mFyBS,t-ao
mMZeS,t-ao
mMeZS,t-ao
mMyZS,t-ao
mFZeS,ø-tmo
mFeZS,ø-tmo
mFyZS,ø-tmo
mMBeD,ø-sayuoh
mMeBD,ø-sayuoh
mMyBD,ø-sayuoh
mFBeD,t-ano
mFeBD,t-ano
mFyBD,t-ano
mMZeD,t-ano
mMeZD,t-ano
mMyZD,t-ano
mFZeD,ø-sayuoh
mFeZD,ø-sayuoh
mFyZD,ø-sayuoh
feB,t-ano
feZ,t-ao
fMBeS,t-ara
fMeBS,t-ara
fMyBS,t-ara
fFBeS,t-ano
fFeBS,t-ano
fFyBS,t-ano
fMZeS,t-ano
fMeZS,t-ano
fMyZS,t-ano
fFZeS,t-ara
fFeZS,t-ara
fFyZS,t-ara
fMBeD,ø-tmo
fMeBD,ø-tmo
fMyBD,ø-tmo
fFBeD,t-ao
fFeBD,t-ao
fFyBD,t-ao
fMZeD,t-ao
fMeZD,t-ao
fMyZD,t-ao
fFZeD,ø-tmo
fFeZD,ø-tmo
fFyZD,ø-tmo
