parameter,word
mM,ŋame
mF,ŋafe
mMeB,ŋäwi
mFeB,ŋafethm
mFyB,ŋafe katan
mMeZ,ŋäwi
mFeZ,ŋame
meZ,nane
myZ,ngth
mMBeS,babai
mMeBS,babai
mMyBS,babai
mFBeS,nane
mFByS,ngth
mFeBS,ngth
mFyBS,ngth
mMZeS,naku
mMeZS,naku
mMyZS,naku
mFZeS,yamit
mFeZS,yamit
mFyZS,yamit
mMBeD,babai
mMeBD,babai
mMyBD,babai
mFBeD,nane
mFByD,ngth
mFeBD,ngth
mFyBD,ngth
mMZeD,naku
mMeZD,naku
mMyZD,naku
mFZeD,yamit
mFeZD,yamit
mFyZD,yamit
feB,nane
fyB,ngth
