parameter,word
mM,ina
mF,ae
mMeB,tuɔ
mFeB,atufe ae
mMeZ,atufe ina
mFeZ,fizu atufe ina
meZ,mimɔ
mMBeS,atufe ha
mMeBS,atufe ha
mMyBS,atufe ha
mFBeS,atufe dare
mFeBS,atufe dare
mFyBS,atufe dare
mMZeS,atufe dare
mMeZS,atufe dare
mMyZS,atufe dare
mFZeS,atufe ae
mFeZS,atufe ae
mFyZS,atufe ae
mMBeD,atufe ha
mMeBD,atufe ha
mMyBD,atufe ha
mFBeD,atufe mimɔ
mFeBD,atufe mimɔ
mFyBD,atufe mimɔ
mMZeD,atufe mimɔ
mMeZD,atufe mimɔ
mMyZD,atufe mimɔ
mFZeD,atufe ina
mFeZD,atufe ina
mFyZD,atufe ina
feB,mimɔ
feZ,dare
fFBeS,atufe mimɔ
fFeBS,atufe mimɔ
fFyBS,atufe mimɔ
fMZeS,atufe mimɔ
fMeZS,atufe mimɔ
fMyZS,atufe mimɔ
fFBeD,atufe dare
fFeBD,atufe dare
fFyBD,atufe dare
fMZeD,atufe dare
fMeZD,atufe dare
fMyZD,atufe dare
