parameter,word
mM,akoyam
mF,ajap
mMeB,awateap
mFeB,ajap
mMeZ,akoyam
mFeZ,adam
meZ,anama
mMeBS,aetaka
mMyBS,aetaka
mFeBS,anuija
mFyBS,rijata
mMeZS,anuija
mMyZS,rijata
mFeZS,aetaka
mFyZS,aetaka
mMeBD,anama
mMyBD,anama
mFeBD,arakova
mFyBD,arakova
mMeZD,arakova
mMyZD,arakova
mFeZD,anama
mFyZD,anama
feB,anakavo
feZ,anuija
fyZ,rijata
fMeBS,anakavo
fMyBS,anakavo
fFeBS,arakova
fFyBS,arakova
fMeZS,arakova
fMyZS,arakova
fFeZS,anakavo
fFyZS,anakavo
fMeBD,aetaka
fMyBD,aetaka
fFeBD,anuija
fFyBD,rijata
fMeZD,anuija
fMyZD,rijata
fFeZD,aetaka
fFyZD,aetaka
