parameter,word
mM,l-atʔe
mF,le-tʔa
mMeB,ne-te'soḳoʔ
mFeB,ne-te'soḳoʔ
mMeZ,l-a'sodo
mFeZ,l-a'sodo
meB,l-a'ḳaya
myB,l-anoḳ-ole-k
meZ,l-a'ḳaya
myZ,l-anʔo-le
mMBeS,l-a'ḳaya
mMeBS,l-a'ḳaya
mMyBS,l-a'ḳaya
mFBeS,l-a'ḳaya
mFeBS,l-a'ḳaya
mFyBS,l-a'ḳaya
mMZeS,l-a'ḳaya
mMeZS,l-a'ḳaya
mMyZS,l-a'ḳaya
mFZeS,l-a'ḳaya
mFeZS,l-a'ḳaya
mFyZS,l-a'ḳaya
mMBeD,l-a'ḳaya
mMeBD,l-a'ḳaya
mMyBD,l-a'ḳaya
mFBeD,l-a'ḳaya
mFeBD,l-a'ḳaya
mFyBD,l-a'ḳaya
mMZeD,l-a'ḳaya
mMeZD,l-a'ḳaya
mMyZD,l-a'ḳaya
mFZeD,l-a'ḳaya
mFeZD,l-a'ḳaya
mFyZD,l-a'ḳaya
