parameter,word
mM,l-ateʔe
mF,le-taʔa
mMeB,ne-teesḳoʔ
mFeB,ne-teesḳoʔ
mMeZ,l-asooro
mFeZ,l-asooro
meB,l-ḳaya
myB,l-anoḳ
meZ,l-ḳaya
myZ,l-anoʔo
mMBeS,l-ḳaya
mMeBS,l-ḳaya
mMyBS,l-ḳaya
mFBeS,l-ḳaya
mFeBS,l-ḳaya
mFyBS,l-ḳaya
mMZeS,l-ḳaya
mMeZS,l-ḳaya
mMyZS,l-ḳaya
mFZeS,l-ḳaya
mFeZS,l-ḳaya
mFyZS,l-ḳaya
mMBeD,l-ḳaya
mMeBD,l-ḳaya
mMyBD,l-ḳaya
mFBeD,l-ḳaya
mFeBD,l-ḳaya
mFyBD,l-ḳaya
mMZeD,l-ḳaya
mMeZD,l-ḳaya
mMyZD,l-ḳaya
mFZeD,l-ḳaya
mFeZD,l-ḳaya
mFyZD,l-ḳaya
