parameter,word
mM,ate
mF,ame'e
mMeB,atsu
mFeB,adje
mMeZ,asu
mMyZ,ace
mFeZ,amu
mMBeS,tsudai
mMeBS,tsudai
mMyBS,tsudai
mFBeS,gidai
mFByS,tidai
mMZeS,gidai
mMZyS,tidai
mFZeS,cuwahondai
mFeZS,cuwahondai
mFyZS,cuwahondai
mMBeD,cedai
mMeBD,cedai
mMyBD,cedai
mFBeD,dedai
mFByD,tidai
mFZeD,dedai
mFZyD,tcamandai
mFeZD,tcamandai
mFyZD,tcamandai
feB,agi'
fyB,ati'
fFZeS,ghawidai
fFeZS,ghawidai
fFyZS,ghawidai
fFZeD,panidai
fFeZD,panidai
fFyZD,panidai
