parameter,word
mM,e-nahʼ
mF,at-tayʼ
mMeB,dakʼ-she
mFeB,at-tayʼ
mMeZ,e-nahʼ
mFeZ,tun̤-winʼ
meB,chin-yayʼ
myB,me-sun̤ʼ-kä
meZ,tan̤-kayʼ
myZ,me-tänkʼ-she
mMBeS,tan̤-hän̤ʼ-she
mFBeS,te-mdoʼ
mFByS,me-sun̤ʼ-kä
mMZeS,chin̤-yayʼ
mMZyS,me-sun̤ʼ-kä
mFZeS,tan̤-hän̤ʼ-she
mFZyS,tan̤-han̤ʼ-she
mMBeD,hän̤-käʼ-she
mFBeD,tän̤-kayʼ
mFByD,me-tankʼ-she
mMZeD,tän̤-kayʼ
mMZyD,me-tänkʼ-she
mFZeD,hän̤-käʼ-she
feB,te-mdoʼ
feZ,me-chun̤ʼ
fyZ,me-tan̤ʼ-kä
fMBeS,she-chayʼ-she
fMZeS,te-mdoʼ
fFZeS,she-chayʼ-she
fMBeD,e-chayʼ-pän-she
fFBeD,me-chun̤ʼ
fFByD,me-tan̤ʼ-kä
fMZeD,me-chun̤ʼ
fMZyD,me-tän̤ʼ-she
fFZeD,e-chaʼ-pan̤-she
fFZyD,e-chaʼ-pän-she
