parameter,word
mM,nai
mF,nau
mMeB,babo
mFeB,nau
mMeZ,nai
mFeZ,nauši
meZ,nano
mMBeS,nero
mMeBS,nero
mMyBS,nero
mFBeS,nero
mFeBS,nero
mFyBS,nero
mMZeS,nero
mMeZS,nero
mMyZS,nero
mFZeS,nero
mFeZS,nero
mFyZS,nero
mMBeD,nano
mMeBD,nano
mMyBD,nano
mFBeD,nano
mFeBD,nano
mFyBD,nano
mMZeD,nano
mMeZD,nano
mMyZD,nano
mFZeD,nano
mFeZD,nano
mFyZD,nano
feB,nano
feZ,naro
fMBeS,feibe
fMeBS,feibe
fMyBS,feibe
fFZeS,feibe
fFeZS,feibe
fFyZS,feibe
fMBeD,sago
fMeBD,sago
fMyBD,sago
fFBeD,nero
fFeBD,nero
fFyBD,nero
fFZeD,sago
fFeZD,sago
fFyZD,sago
