parameter,word
mM,ida
mF,aia
mMeB,awa
mFeB,aia
mMeZ,ida
mFeZ,na‘
meZ,ape
mMBeS,hai‘
mMeBS,hai‘
mMyBS,hai‘
mFBeS,ama‘
mFeBS,ama‘
mFyBS,ama‘
mMZeS,ama‘
mMeZS,ama‘
mMyZS,ama‘
mFZeS,hai‘
mFeZS,hai‘
mFyZS,hai‘
mMBeD,hai‘
mMeBD,hai‘
mMyBD,hai‘
mFBeD,ape
mFeBD,ape
mFyBD,ape
mMZeD,ape
mMeZD,ape
mMyZD,ape
mFZeD,hai‘
mFeZD,hai‘
mFyZD,hai‘
feB,ape
feZ,ama‘
fFBeS,ape
fFeBS,ape
fFyBS,ape
fMZeS,ape
fMeZS,ape
fMyZS,ape
fFBeD,ama‘
fFeBD,ama‘
fFyBD,ama‘
fMZeD,ama‘
fMeZD,ama‘
fMyZD,ama‘
