parameter,word
mM,ábeén
mF,áatum
mMeB,moom
mFeB,aaloob
mFyB,aaniiŋ
mMeZ,móoboók
mMyZ,muumeén
mFeZ,baábeén
meZ,námdalim
myZ,neeŋ
mMBeS,neék
mMeBS,neék
mMyBS,neék
mFBeS,tanúm káyáak
mFeBS,tanúm káyáak
mFyBS,tanúm káyáak
mMZeS,kábéel
mMeZS,kábéel
mMyZS,kábéel
mFZeS,neék
mFeZS,neék
mFyZS,neék
mMBeD,neék
mMeBD,neék
mMyBD,neék
mFBeD,tanúm káyáak
mFeBD,tanúm káyáak
mFyBD,tanúm káyáak
mMZeD,kábéel
mMeZD,kábéel
mMyZD,kábéel
mFZeD,neék
mFeZD,neék
mFyZD,neék
feB,baáb
fyB,niiŋ
