parameter,word
mM,eʼ-nah
mF,ah-taʼ
mMeB,a-dikʼ-she
mFeB,ah-taʼ
mMeZ,eʼ-nah
mFeZ,tonkʼ-wa
meB,cheʼ-a
myB,me-sunkʼ-ä
meZ,tankʼ-she
myZ,me-tänkʼ-she
mMBeS,käʼ-zha
mFBeS,tibʼ-a-do
mFByS,me-sunkʼ-ä
mMZeS,cheʼ-a
mMZyS,me-sunkʼ-ä
mFZeS,käʼ-zha
mFZyS,hä-käʼ
mMBeD,ah-käʼ-zha
mFBeD,tankʼ-she
mFByD,me-tankʼ-she
mMZeD,tankʼ-she
mMZyD,me-tänkʼ-she
mFZeD,ah-käʼ-zha
feB,tibʼ-e-do
feZ,me-taukʼ-a-do
fyZ,me-tankʼ-a-do
fMBeS,she-chaʼ-ze
fMZeS,tibʼ-e-do
fFZeS,sheʼ-chaʼ-ze
fFZyS,sheʼ-chäʼ-ze
fMBeD,päʼ-zha
fMByD,päʼ-zhe
fFBeD,me-tank-a-do
fFByD,me-tänkʼ-a-do
fMZeD,me-tankʼ-a-do
fMZyD,me-tankʼ-ä-do
fFZeD,päʼ-zha
