parameter,word
mM,mama
mF,mau
mMeB,kulagha
mFeB,mau
mMeZ,mama
mFeZ,mama
meZ,toka
mMBeS,tone
mMeBS,tone
mMyBS,tone
mFBeS,tone
mFeBS,tone
mFyBS,tone
mMZeS,tone
mMeZS,tone
mMyZS,tone
mFZeS,tone
mFeZS,tone
mFyZS,tone
mMBeD,toka
mMeBD,toka
mMyBD,toka
mFBeD,toka
mFeBD,toka
mFyBD,toka
mMZeD,toka
mMeZD,toka
mMyZD,toka
mFZeD,toka
mFeZD,toka
mFyZD,toka
feB,toka
feZ,totoa
fMBeS,toka
fMeBS,toka
fMyBS,toka
fFBeS,toka
fFeBS,toka
fFyBS,toka
fMZeS,toka
fMeZS,toka
fMyZS,toka
fFZeS,toka
fFeZS,toka
fFyZS,toka
fMBeD,totoa
fMeBD,totoa
fMyBD,totoa
fFBeD,totoa
fFeBD,totoa
fFyBD,totoa
fMZeD,totoa
fMeZD,totoa
fMyZD,totoa
fFZeD,totoa
fFeZD,totoa
fFyZD,totoa
