parameter,word
mM,iana
mF,ianawi
mMeB,iumbar
mFeB,ianawi
mMeZ,iana kani
mMyZ,iana pis
mFeZ,iambua
meZ,iambaras iambaw
myZ,iambaras iaiamun
mMBeS,iambaw
mMByS,iaiamun
mFBeS,iambaw
mFByS,iaiamun
mMZeS,iambaw
mMZyS,iaiamun
mFZeS,iambaw
mFZyS,iaiamun
mMBeD,iambaras iambaw
mMByD,iambaras iaiamun
mFBeD,iambaras iambaw
mFByD,iambaras iaiamun
mMZeD,iambaras iambaw
mMZyD,iambaras iaiamun
mFZeD,iambaras iambaw
mFZyD,iambaras iaiamun
feB,imanak
feZ,iambaw
fyZ,iaiamun
fMBeS,imanak iambaw
fMByS,imanak iaiamun
fFBeS,imanak iambaw
fFByS,imanak iaiamun
fMZeS,imanak iambaw
fMZyS,imanak iaiamun
fFZeS,imanak iambaw
fFZyS,imanak iaiamun
fMBeD,iambaw
fMByD,iaiamun
fFBeD,iambaw
fFByD,iaiamun
fMZeD,iambaw
fMZyD,iaiamun
fFZeD,iambaw
fFZyD,iaiamun
