parameter,word
mMeB,tízzí
mFeB,ánɟí
mMeZ,éŋéʃí
mFeZ,áɲɲí
meB,édí
myB,úmbèskà
meZ,édí
myZ,úmbèskà
mMBeS,édí
mMByS,tízzínúʃí
mMeBS,tízzínúʃí
mMyBS,tízzínúʃí
mFBeS,édí
mFByS,ánɟínúʃí
mFeBS,ánɟínúʃí
mFyBS,ánɟínúʃí
mMZeS,édí
mMZyS,éŋéʃínúʃí
mMeZS,éŋéʃínúʃí
mMyZS,éŋéʃínúʃí
mFZeS,édí
mFZyS,áɲɲínúʃí
mFeZS,áɲɲínúʃí
mFyZS,áɲɲínúʃí
mMBeD,édí
mMByD,tízzínássí
mMeBD,tízzínássí
mMyBD,tízzínássí
mFBeD,édí
mFByD,ánɟínássí
mFeBD,ánɟínássí
mFyBD,ánɟínássí
mMZeD,édí
mMZyD,éŋéʃínássí
mMeZD,éŋéʃínássí
mMyZD,éŋéʃínássí
mFZeD,édí
mFZyD,áɲɲínássí
mFeZD,áɲɲínássí
mFyZD,áɲɲínássí
