parameter,word
mM,amaama
mF,apak
mMeB,angak
mFeB,akka
mMeZ,arnarvik
mFeZ,angayuk
mFyZ,attak
meB,angayuk
myB,nukaq
meZ,nayak
mMBeS,illuq
mMeBS,illuq
mMyBS,illuq
mFBeS,illuq
mFeBS,illuq
mFyBS,illuq
mMZeS,illuq
mMeZS,illuq
mMyZS,illuq
mFZeS,illuq
mFeZS,illuq
mFyZS,illuq
mMBeD,nayak
mMeBD,nayak
mMyBD,nayak
mFBeD,nayak
mFeBD,nayak
mFyBD,nayak
mMZeD,nayak
mMeZD,nayak
mMyZD,nayak
mFZeD,nayak
mFeZD,nayak
mFyZD,nayak
fFeZ,attak
feB,ani
feZ,
fyZ,nukaq
fMBeS,ani
fMeBS,ani
fMyBS,ani
fFBeS,ani
fFeBS,ani
fFyBS,ani
fMZeS,ani
fMeZS,ani
fMyZS,ani
fFZeS,ani
fFeZS,ani
fFyZS,ani
fMBeD,illuq
fMeBD,illuq
fMyBD,illuq
fFBeD,illuq
fFeBD,illuq
fFyBD,illuq
fMZeD,illuq
fMeZD,illuq
fMyZD,illuq
fFZeD,illuq
fFeZD,illuq
fFyZD,illuq
