parameter,word
mM,amaina
mF,akeina
mMeB,adeina
mFeB,akeina
mMeZ,amaina
mFeZ,amaina
meZ,ediera
myZ,ediesa
mMBeS,edokora
mMByS,edokosa
mFBeS,edokora
mFByS,edokosa
mMZeS,edokora
mMZyS,edokosa
mFZeS,edokora
mFZyS,edokosa
mMBeD,ediera
mMByD,ediesa
mFBeD,ediera
mFByD,ediesa
mMZeD,ediera
mMZyD,ediesa
mFZeD,ediera
mFZyD,ediesa
feB,ediera
fyB,ediesa
feZ,edokora
fyZ,edokosa
fMBeS,ediera
fMByS,ediesa
fFBeS,ediera
fFByS,ediesa
fMZeS,ediera
fMZyS,ediesa
fFZeS,ediera
fFZyS,ediesa
fMBeD,edokora
fMByD,edokosa
fFBeD,edokora
fFByD,edokosa
fMZeD,edokora
fMZyD,edokosa
fFZeD,edokora
fFZyD,edokosa
