parameter,word
mM,aŋkenˀ
mF,aŋyaap
mMeB,eŋyapkoʔ
mFeB,eŋyahaʔ
mMeZ,mooŋkenˀ
mFeZ,eŋkaatem
mMBeS,eŋyaaɬoʔ
mMeBS,eŋyaaɬoʔ
mMyBS,eŋyaaɬoʔ
mFBeS,eŋyaaɬoʔ
mFeBS,eŋyaaɬoʔ
mFyBS,eŋyaaɬoʔ
mMZeS,eŋyaaɬoʔ
mMeZS,eŋyaaɬoʔ
mMyZS,eŋyaaɬoʔ
mFZeS,eŋyaaɬoʔ
mFeZS,eŋyaaɬoʔ
mFyZS,eŋyaaɬoʔ
mMBeD,eŋyaaɬoʔ
mMeBD,eŋyaaɬoʔ
mMyBD,eŋyaaɬoʔ
mFBeD,eŋyaaɬoʔ
mFeBD,eŋyaaɬoʔ
mFyBD,eŋyaaɬoʔ
mMZeD,eŋyaaɬoʔ
mMeZD,eŋyaaɬoʔ
mMyZD,eŋyaaɬoʔ
mFZeD,eŋyaaɬoʔ
mFeZD,eŋyaaɬoʔ
mFyZD,eŋyaaɬoʔ
