parameter,word
mM,eʼ-nah
mF,ah-taʼ
mMeB,lakeʼ-she
mFeB,ah-taʼ
mMeZ,eʼ-nah
mFeZ,tohʼ-we
meB,che-aʼ
myB,me-sonʼ-kä-lä
mMBeS,tä-häʼ-she
mFBeS,tibʼ-a-lo
mFByS,me-sonʼ-kä-lä
mMZeS,cheʼ-a
mMZyS,me-sonʼ-kä-lä
mFZeS,tä-häʼ-she
mMBeD,hä-käʼ-she
mFBeD,ton-ka'
mFByD,me-tonkʼ-she
mMZeD,ton-ka'
mMZyD,me-tonkʼ-she
mFZeD,ha-käʼ-she
feB,tibʼ-a-lo
feZ,chu-wa'
fyZ,me-tonʼ-kä
fMBeS,she-chaʼ-she
fMZeS,tibʼ-a-lo
fFZeS,she-shaʼ-she
fMBeD,cha-päʼ-she
fFBeD,chu-wa'
fFByD,me-tonʼ-kä
fMZeD,chu-wa'
fMZyD,me-tonʼ-kä
fFZeD,cha-päʼ-she
