parameter,word
mM,eʼ-ke-äʼ
mF,ah-hˑaʼ
mMeB,bä-säʼ-na
mFeB,ah-haʼ
mMeZ,eʼ-ke-ä
mFeZ,eʼ-ke-ä
meB,meekʼ-a
myB,bä-chǔʼ-ka
meZ,bä-zaʼ-kät
myZ,bä-säʼ-chete
mMBeS,bot-soʼ-kǎ
mFBeS,bä-zäʼ-na
mFByS,bä-chǔʼ-ka
mMZeS,meekʼ-a
mMZyS,bä-chǔʼ-ka
mFZeS,ah-hˑaʼ
mMBeD,näkʼ-me-ä
mFBeD,bä-zäʼ-kät
mFByD,bä-säʼ-chete
mMZeD,bä-zäʼ-kät
mMZyD,bä-säʼ-chete
mFZeD,eʼ-ke-ä
feB,bä-zäʼ-na
feZ,bus-weʼ-nä
fyZ,bä-soʼ-ka
fMZeS,bä-zäʼ-na
fFBeD,bus-weʼ-nä
fFByD,bä-soʼ-ka
fMZeD,bus-weʼ-nä
fMZyD,bä-soʼ-ka
