parameter,word
mM,apu
mF,ab
mMeB,aua
mFeB,ab
mMeZ,apu
mFeZ,apu
meZ,běrbet
mMBeS,něgwam
mMeBS,něgwam
mMyBS,něgwam
mFBeS,le
mFeBS,le
mFyBS,le
mMZeS,le
mMeZS,le
mMyZS,le
mFZeS,něgwam
mFeZS,něgwam
mFyZS,něgwam
mMBeD,něgwam
mMeBD,něgwam
mMyBD,něgwam
mFBeD,běrbet
mFeBD,běrbet
mFyBD,běrbet
mMZeD,běrbet
mMeZD,běrbet
mMyZD,běrbet
mFZeD,něgwam
mFeZD,něgwam
mFyZD,něgwam
feB,běrbet
feZ,le
fFBeS,běrbet
fFeBS,běrbet
fFyBS,běrbet
fMZeS,běrbet
fMeZS,běrbet
fMyZS,běrbet
fFBeD,le
fFeBD,le
fFyBD,le
fMZeD,le
fMeZD,le
fMyZD,le
