parameter,word
mM,miiye
mF,haai
mMeB,paap
mFeB,haai iue
mFyB,tata
mMeZ,miiye
mFeZ,taait
meZ,yantan
mMBeS,wekne
mMeBS,
mMyBS,
mFBeS,hei iue
mFByS,nikiik
mFeBS,
mFyBS,
mMZeS,hei iue
mMZyS,nikiik
mMeZS,
mMyZS,
mFZeS,wekne
mFeZS,
mFyZS,
mMBeD,wekanii
mMeBD,
mMyBD,
mFBeD,yantan
mFeBD,
mFyBD,
mMZeD,yantan
mMeZD,
mMyZD,
mFZeD,wekanii
mFeZD,
mFyZD,
feB,yantan
feZ,hei iue
fyZ,nikiik
fFBeS,yantan
fMZeS,yantan
fFBeD,hei iue
fFByD,nikiik
fMZeD,hei iue
fMZyD,nikiik
