parameter,word
mM,intca
mF,enyiku'
mMeB,enyikwa
mFeB,whinyiwit
mFyB,whinyiskau
mMeZ,enyûsi
mMyZ,enyimu
mFeZ,enyipi
meZ,hidjisa
myZ,inyathus
mMBeS,iLya
mMeBS,iLya
mMyBS,iLya
mFeBS,kûsa
mFyBS,inyahul
mMeZS,kûsa
mFZeS,iLya
mFeZS,iLya
mFyZS,iLya
mMBeD,ilya
mMeBD,ilya
mMyBD,ilya
mFeBD,hidjisa
mFyBD,ilya
mMyZD,ilya
mFeZD,hidjisa
mFyZD,inyahul
fF,inyia'
feB,kûsa
fyB,inyahul
fMBeS,ilya
fMeBS,ilya
fMyBS,ilya
fFZeS,ilya
fFeZS,ilya
fFyZS,ilya
fFZeD,ilya
fFyZD,ilya
