parameter,word
mM,pia
mF,appü
mMeB,piasamoppu
mFeB,tsukuna
mMeZ,tokkwattsi
mFeZ,pahwa
meZ,patsi
myZ,nammi(ttsi)
mMBeS,papi
mMByS,tami
mMeBS,tangumpua
mMyBS,tangumpua
mFBeS,papi
mFByS,tami
mFeBS,tangumpua
mFyBS,tangumpua
mMZeS,papi
mMZyS,tami
mMeZS,tangumpua
mMyZS,tangumpua
mFZeS,papi
mFZyS,tami
mFeZS,tangumpua
mFyZS,tangumpua
mMBeD,samoppu
mMeBD,samoppu
mMyBD,samoppu
mFBeD,samoppu
mFeBD,samoppu
mFyBD,samoppu
mMZeD,samoppu
mMeZD,samoppu
mMyZD,samoppu
mFZeD,samoppu
mFeZD,samoppu
mFyZD,samoppu
feB,papi
fyB,tami(ttsi)
